amazement,strongsubj,positive
amazing,strongsubj,positive
amazingly,strongsubj,positive
ambiguous,strongsubj,negative
ambiguity,strongsubj,negative
ambitious,weaksubj,positive
ambitiously,weaksubj,positive
ambivalence,strongsubj,negative
ambivalent,strongsubj,negative
ambush,weaksubj,negative
ameliorate,strongsubj,positive
amenable,strongsubj,positive
amenity,weaksubj,positive
amiability,strongsubj,positive
amiabily,strongsubj,positive
amiable,strongsubj,positive
amicability,strongsubj,positive
amicable,strongsubj,positive
amicably,strongsubj,positive
amiss,strongsubj,negative
amity,weaksubj,positive
amnesty,weaksubj,positive
amour,strongsubj,positive
ample,weaksubj,positive
amply,weaksubj,positive
amputate,weaksubj,negative
amuse,strongsubj,positive
amusement,strongsubj,positive
amusing,strongsubj,positive
amusingly,strongsubj,positive
anarchism,strongsubj,negative
anarchist,strongsubj,negative
anarchistic,strongsubj,negative
anarchy,strongsubj,negative
anemic,weaksubj,negative
angel,weaksubj,positive
angelic,strongsubj,positive
anger,strongsubj,negative
angrily,strongsubj,negative
angriness,strongsubj,negative
angry,strongsubj,negative
anguish,strongsubj,negative
annihilate,strongsubj,negative
annihilation,strongsubj,negative
animated,weaksubj,positive
animosity,strongsubj,negative
annoy,strongsubj,negative
annoyance,strongsubj,negative
annoyed,strongsubj,negative
annoying,strongsubj,negative
annoyingly,strongsubj,negative
anomalous,weaksubj,negative
anomaly,weaksubj,negative
antagonism,strongsubj,negative
antagonist,weaksubj,negative
antagonistic,strongsubj,negative
antagonize,strongsubj,negative
anti,strongsubj,negative
antiAmerican,strongsubj,negative
antiIsraeli,strongsubj,negative
antiSemites,strongsubj,negative
antiUS,strongsubj,negative
antioccupation,strongsubj,negative
antiproliferation,strongsubj,negative
antisocial,strongsubj,negative
antiwhite,strongsubj,negative
antipathy,strongsubj,negative
antiquated,strongsubj,negative
antithetical,strongsubj,negative
anxieties,strongsubj,negative
anxiety,strongsubj,negative
anxious,strongsubj,negative
anxiously,strongsubj,negative
anxiousness,strongsubj,negative
apathetic,strongsubj,negative
apathetically,strongsubj,negative
apathy,strongsubj,negative
ape,strongsubj,negative
apocalypse,strongsubj,negative
apocalyptic,strongsubj,negative
apologist,strongsubj,negative
apologists,strongsubj,negative
apostle,strongsubj,positive
apotheosis,strongsubj,positive
appal,strongsubj,negative
appall,strongsubj,negative
appalled,strongsubj,negative
appalling,strongsubj,negative
appallingly,strongsubj,negative
appeal,weaksubj,positive
appealing,strongsubj,positive
appease,weaksubj,positive
applaud,strongsubj,positive
appreciable,weaksubj,positive
appreciate,strongsubj,positive
appreciation,strongsubj,positive
appreciative,strongsubj,positive
appreciatively,strongsubj,positive
appreciativeness,strongsubj,positive
apprehension,strongsubj,negative
apprehensions,strongsubj,negative
apprehensive,strongsubj,negative
apprehensively,strongsubj,negative
appropriate,weaksubj,positive
approval,weaksubj,positive
approve,weaksubj,positive
apt,weaksubj,positive
aptly,weaksubj,positive
aptitude,weaksubj,positive
arbitrary,strongsubj,negative
arcane,strongsubj,negative
archaic,strongsubj,negative
ardent,strongsubj,positive
ardently,strongsubj,positive
ardor,strongsubj,positive
arduous,strongsubj,negative
arduously,strongsubj,negative
aristocratic,weaksubj,positive
argue,strongsubj,negative
argument,weaksubj,negative
argumentative,strongsubj,negative
arguments,weaksubj,negative
arousal,strongsubj,positive
arouse,strongsubj,positive
arousing,strongsubj,positive
arresting,strongsubj,positive
arrogance,strongsubj,negative
arrogant,strongsubj,negative
arrogantly,strongsubj,negative
articulate,strongsubj,positive
artificial,weaksubj,negative
ascendant,strongsubj,positive
ascertainable,strongsubj,positive
ashamed,strongsubj,negative
asinine,strongsubj,negative
asininely,strongsubj,negative
asinininity,strongsubj,negative
askance,strongsubj,negative
asperse,strongsubj,negative
aspersion,strongsubj,negative
aspersions,strongsubj,negative
aspiration,strongsubj,positive
aspirations,strongsubj,positive
aspire,strongsubj,positive
assail,weaksubj,negative
assassinate,weaksubj,negative
assassin,strongsubj,negative
assault,weaksubj,negative
assent,strongsubj,positive
assertions,strongsubj,positive
assertive,weaksubj,positive
asset,weaksubj,positive
assiduous,strongsubj,positive
assiduously,strongsubj,positive
assuage,weaksubj,positive
assurance,weaksubj,positive
assurances,weaksubj,positive
assure,strongsubj,positive
assuredly,strongsubj,positive
astonish,strongsubj,positive
astonished,strongsubj,positive
astonishing,strongsubj,positive
astonishingly,strongsubj,positive
astonishment,strongsubj,positive
astound,strongsubj,positive
astounded,strongsubj,positive
astounding,strongsubj,positive
astoundingly,strongsubj,positive
astray,weaksubj,negative
astute,strongsubj,positive
astutely,strongsubj,positive
asunder,strongsubj,negative
asylum,weaksubj,positive
atrocious,strongsubj,negative
atrocities,strongsubj,negative
atrocity,strongsubj,negative
atrophy,strongsubj,negative
attack,weaksubj,negative
attain,weaksubj,positive
attainable,weaksubj,positive
attentive,strongsubj,positive
attest,strongsubj,positive
attraction,strongsubj,positive
attractive,strongsubj,positive
attractively,strongsubj,positive
attune,weaksubj,positive
audacious,strongsubj,negative
audaciously,strongsubj,negative
audaciousness,strongsubj,negative
audacity,strongsubj,negative
auspicious,strongsubj,positive
austere,strongsubj,negative
authentic,weaksubj,positive
authoritarian,weaksubj,negative
authoritative,weaksubj,positive
autocrat,strongsubj,negative
autocratic,strongsubj,negative
award,weaksubj,positive
autonomous,weaksubj,positive
avalanche,strongsubj,negative
avarice,strongsubj,negative
avaricious,strongsubj,negative
avariciously,strongsubj,negative
avenge,strongsubj,negative
aver,strongsubj,positive
averse,strongsubj,negative
aversion,strongsubj,negative
avid,strongsubj,positive
avidly,strongsubj,positive
avoid,weaksubj,negative
avoidance,weaksubj,negative
awe,strongsubj,positive
awed,strongsubj,positive
awesome,strongsubj,positive
awesomely,strongsubj,positive
awesomeness,strongsubj,positive
awestruck,strongsubj,positive
awful,strongsubj,negative
awfully,strongsubj,negative
awfulness,strongsubj,negative
awkward,strongsubj,negative
awkwardness,strongsubj,negative
ax,strongsubj,negative
babble,strongsubj,negative
back,weaksubj,positive
backbite,strongsubj,negative
backbiting,strongsubj,negative
backbone,weaksubj,positive
backward,strongsubj,negative
backwardness,strongsubj,negative
bad,strongsubj,negative
badly,strongsubj,negative
baffle,strongsubj,negative
baffled,strongsubj,negative
bafflement,strongsubj,negative
baffling,strongsubj,negative
bait,strongsubj,negative
balanced,weaksubj,positive
balk,strongsubj,negative
banal,strongsubj,negative
banalize,strongsubj,negative
bane,strongsubj,negative
banish,strongsubj,negative
banishment,strongsubj,negative
bankrupt,weaksubj,negative
bar,weaksubj,negative
barbarian,strongsubj,negative
barbaric,strongsubj,negative
barbarically,strongsubj,negative
barbarity,strongsubj,negative
barbarous,strongsubj,negative
barbarously,strongsubj,negative
barely,weaksubj,negative
bargain,strongsubj,positive
barren,strongsubj,negative
baseless,strongsubj,negative
bashful,strongsubj,negative
basic,weaksubj,positive
bask,weaksubj,positive
bastard,strongsubj,negative
battered,weaksubj,negative
battering,weaksubj,negative
battle,weaksubj,negative
battlelines,strongsubj,negative
battlefield,weaksubj,negative
battleground,strongsubj,negative
batty,strongsubj,negative
beacon,weaksubj,positive
bearish,weaksubj,negative
beast,strongsubj,negative
beastly,strongsubj,negative
beatify,strongsubj,positive
beauteous,strongsubj,positive
beautiful,strongsubj,positive
beautifully,strongsubj,positive
beautify,strongsubj,positive
beauty,strongsubj,positive
bedlam,strongsubj,negative
bedlamite,strongsubj,negative
befit,strongsubj,positive
befitting,strongsubj,positive
befoul,strongsubj,negative
befriend,strongsubj,positive
beg,strongsubj,negative
beggar,weaksubj,negative
beggarly,strongsubj,negative
begging,strongsubj,negative
beguile,strongsubj,negative
belated,weaksubj,negative
belabor,strongsubj,negative
beleaguer,strongsubj,negative
belie,strongsubj,negative
believable,strongsubj,positive
belittle,strongsubj,negative
belittled,strongsubj,negative
belittling,strongsubj,negative
bellicose,strongsubj,negative
belligerence,strongsubj,negative
belligerent,strongsubj,negative
belligerently,strongsubj,negative
beloved,strongsubj,positive
bemoan,strongsubj,negative
bemoaning,strongsubj,negative
bemused,strongsubj,negative
benefactor,weaksubj,positive
beneficial,weaksubj,positive
beneficent,strongsubj,positive
beneficial,strongsubj,positive
beneficially,strongsubj,positive
beneficiary,strongsubj,positive
benefit,weaksubj,positive
benefits,weaksubj,positive
benevolence,strongsubj,positive
benevolent,strongsubj,positive
benign,weaksubj,positive
bent,weaksubj,negative
berate,strongsubj,negative
bereave,strongsubj,negative
bereavement,strongsubj,negative
bereft,strongsubj,negative
berserk,strongsubj,negative
beseech,strongsubj,negative
beset,weaksubj,negative
besiege,weaksubj,negative
besmirch,strongsubj,negative
best,strongsubj,positive
bestknown,strongsubj,positive
bestperforming,strongsubj,positive
bestselling,weaksubj,positive
bestial,strongsubj,negative
betray,strongsubj,negative
betrayal,strongsubj,negative
betrayals,strongsubj,negative
betrayer,strongsubj,negative
better,strongsubj,positive
better,weaksubj,positive
betterknown,strongsubj,positive
betterthanexpected,strongsubj,positive
bewail,strongsubj,negative
beware,weaksubj,negative
bewilder,strongsubj,negative
bewildered,strongsubj,negative
bewildering,strongsubj,negative
bewilderingly,strongsubj,negative
bewilderment,strongsubj,negative
bewitch,strongsubj,negative
bias,strongsubj,negative
biased,strongsubj,negative
biases,strongsubj,negative
bicker,strongsubj,negative
bickering,strongsubj,negative
bidrigging,weaksubj,negative
bitch,strongsubj,negative
bitchy,strongsubj,negative
biting,strongsubj,negative
bitingly,strongsubj,negative
bitter,strongsubj,negative
bitterly,strongsubj,negative
bitterness,strongsubj,negative
bizarre,strongsubj,negative
blab,strongsubj,negative
blabber,strongsubj,negative
black,weaksubj,negative
blackmail,weaksubj,negative
blah,strongsubj,negative
blame,strongsubj,negative
blameless,strongsubj,positive
blameworthy,strongsubj,negative
bland,strongsubj,negative
blandish,strongsubj,negative
blaspheme,strongsubj,negative
blasphemous,strongsubj,negative
blasphemy,strongsubj,negative
blast,weaksubj,negative
blasted,strongsubj,negative
blatant,strongsubj,negative
blatantly,strongsubj,negative
blather,strongsubj,negative
bleak,strongsubj,negative
bleakly,strongsubj,negative
bleakness,strongsubj,negative
bleed,weaksubj,negative
blemish,weaksubj,negative
bless,strongsubj,positive
blessing,strongsubj,positive
blind,weaksubj,negative
blinding,strongsubj,negative
blindingly,strongsubj,negative
blindness,weaksubj,negative
blindside,strongsubj,negative
bliss,strongsubj,positive
blissful,strongsubj,positive
blissfully,strongsubj,positive
blister,strongsubj,negative
blistering,strongsubj,negative
blithe,strongsubj,positive
bloated,strongsubj,negative
block,weaksubj,negative
blockhead,strongsubj,negative
blood,weaksubj,negative
bloodshed,strongsubj,negative
bloodthirsty,strongsubj,negative
bloody,weaksubj,negative
bloom,weaksubj,positive
blossom,weaksubj,positive
blow,weaksubj,negative
blunder,strongsubj,negative
blundering,strongsubj,negative
blunders,strongsubj,negative
blunt,strongsubj,negative
blur,weaksubj,negative
blurt,strongsubj,negative
boast,strongsubj,positive
boast,strongsubj,negative
boastful,strongsubj,negative
boggle,strongsubj,negative
bogus,strongsubj,negative
boil,strongsubj,negative
boiling,strongsubj,negative
boisterous,strongsubj,negative
bold,strongsubj,positive
boldly,strongsubj,positive
boldness,strongsubj,positive
bolster,strongsubj,positive
bombard,weaksubj,negative
bomb,weaksubj,negative
bombardment,strongsubj,negative
bombastic,strongsubj,negative
bondage,strongsubj,negative
bonkers,strongsubj,negative
bonny,strongsubj,positive
bonus,weaksubj,positive
boom,weaksubj,positive
booming,weaksubj,positive
boost,weaksubj,positive
bore,strongsubj,negative
boredom,strongsubj,negative
boring,strongsubj,negative
botch,strongsubj,negative
bother,strongsubj,negative
bothersome,strongsubj,negative
boundless,strongsubj,positive
bountiful,strongsubj,positive
bowdlerize,strongsubj,negative
boycott,weaksubj,negative
brag,strongsubj,both
braggart,strongsubj,negative
bragger,strongsubj,negative
brains,strongsubj,positive
brainwash,strongsubj,negative
brainy,strongsubj,positive
brash,strongsubj,negative
brashly,strongsubj,negative
brashness,strongsubj,negative
brat,strongsubj,negative
bravado,strongsubj,negative
brave,strongsubj,positive
bravery,strongsubj,positive
brazen,strongsubj,negative
brazenly,strongsubj,negative
brazenness,strongsubj,negative
breach,weaksubj,negative
break,weaksubj,negative
breakpoint,strongsubj,negative
breakdown,weaksubj,negative
breakthrough,weaksubj,positive
breakthroughs,weaksubj,positive
breathlessness,strongsubj,positive
breathtaking,strongsubj,positive
breathtakingly,strongsubj,positive
bright,weaksubj,positive
brighten,weaksubj,positive
brightness,weaksubj,positive
brilliance,weaksubj,positive
brilliant,strongsubj,positive
brilliantly,strongsubj,positive
brimstone,strongsubj,negative
brisk,weaksubj,positive
bristle,strongsubj,negative
brittle,weaksubj,negative
broad,weaksubj,positive
broke,weaksubj,negative
brokenhearted,strongsubj,negative
brood,strongsubj,negative
brook,strongsubj,positive
brotherly,weaksubj,positive
browbeat,strongsubj,negative
bruise,weaksubj,negative
brusque,strongsubj,negative
brutal,strongsubj,negative
brutalising,strongsubj,negative
brutalities,strongsubj,negative
brutality,strongsubj,negative
brutalize,strongsubj,negative
brutalizing,strongsubj,negative
brutally,strongsubj,negative
brute,strongsubj,negative
brutish,strongsubj,negative
bug,weaksubj,negative
buckle,weaksubj,negative
bulky,weaksubj,negative
bull,weaksubj,positive
bullies,strongsubj,negative
bullish,weaksubj,positive
bully,strongsubj,negative
bullyingly,strongsubj,negative
bum,weaksubj,negative
bumpy,weaksubj,negative
bungle,strongsubj,negative
bungler,strongsubj,negative
bunk,weaksubj,negative
buoyant,weaksubj,positive
burden,strongsubj,negative
burdensome,strongsubj,negative
burdensomely,strongsubj,negative
burn,strongsubj,negative
busy,weaksubj,negative
busybody,strongsubj,negative
butcher,weaksubj,negative
butchery,strongsubj,negative
byzantine,strongsubj,negative
cackle,strongsubj,negative
cajole,strongsubj,negative
calamities,strongsubj,negative
calamitous,strongsubj,negative
calamitously,strongsubj,negative
calamity,strongsubj,negative
callous,strongsubj,negative
calm,weaksubj,positive
calming,strongsubj,positive
calmness,weaksubj,positive
calumniate,strongsubj,negative
calumniation,strongsubj,negative
calumnies,strongsubj,negative
calumnious,strongsubj,negative
calumniously,strongsubj,negative
calumny,strongsubj,negative
cancer,weaksubj,negative
cancerous,weaksubj,negative
candid,strongsubj,positive
candor,strongsubj,positive
cannibal,strongsubj,negative
cannibalize,strongsubj,negative
capable,weaksubj,positive
capability,weaksubj,positive
capably,weaksubj,positive
capitalize,weaksubj,positive
capitulate,weaksubj,negative
capricious,strongsubj,negative
capriciously,strongsubj,negative
capriciousness,strongsubj,negative
capsize,weaksubj,negative
captivate,strongsubj,positive
captivating,strongsubj,positive
captivation,strongsubj,positive
captive,weaksubj,negative
care,weaksubj,positive
carefree,strongsubj,positive
careful,weaksubj,positive
careless,strongsubj,negative
carelessness,strongsubj,negative
caricature,strongsubj,negative
carnage,strongsubj,negative
carp,strongsubj,negative
cartoon,weaksubj,negative
cartoonish,strongsubj,negative
cashstrapped,weaksubj,negative
castigate,strongsubj,negative
casualty,weaksubj,negative
cataclysm,strongsubj,negative
cataclysmal,strongsubj,negative
cataclysmic,strongsubj,negative
cataclysmically,strongsubj,negative
catalyst,strongsubj,positive
catastrophe,strongsubj,negative
catastrophes,strongsubj,negative
catastrophic,strongsubj,negative
catastrophically,strongsubj,negative
catchy,strongsubj,positive
caustic,strongsubj,negative
caustically,strongsubj,negative
cautionary,strongsubj,negative
cautious,weaksubj,negative
cave,weaksubj,negative
celebrate,strongsubj,positive
celebrated,strongsubj,positive
celebration,strongsubj,positive
celebratory,strongsubj,positive
celebrity,weaksubj,positive
censure,strongsubj,negative
chafe,strongsubj,negative
chaff,strongsubj,negative
chagrin,strongsubj,negative
challenge,weaksubj,negative
challenging,weaksubj,negative
champion,weaksubj,positive
champ,weaksubj,positive
chaos,strongsubj,negative
chaotic,strongsubj,negative
charisma,strongsubj,negative
charismatic,strongsubj,positive
charitable,weaksubj,positive
charity,weaksubj,positive
charm,strongsubj,positive
charming,strongsubj,positive
charmingly,strongsubj,positive
chaste,strongsubj,positive
chasten,strongsubj,negative
chastise,strongsubj,negative
chastisement,strongsubj,negative
chatter,strongsubj,negative
chatterbox,strongsubj,negative
cheapen,strongsubj,negative
cheap,strongsubj,negative
cheat,strongsubj,negative
cheater,strongsubj,negative
cheer,strongsubj,positive
cheery,strongsubj,positive
cheerful,strongsubj,positive
cheerless,strongsubj,negative
cherish,strongsubj,positive
cherished,strongsubj,positive
cherub,strongsubj,positive
chic,strongsubj,positive
chide,strongsubj,negative
childish,strongsubj,negative
chill,weaksubj,negative
chilly,weaksubj,negative
chit,strongsubj,negative
chivalry,strongsubj,positive
chivalrous,strongsubj,positive
choppy,weaksubj,negative
choke,weaksubj,negative
chore,weaksubj,negative
chronic,weaksubj,negative
chum,weaksubj,positive
civility,strongsubj,positive
civilization,weaksubj,positive
civilize,weaksubj,positive
civil,weaksubj,positive
clamor,weaksubj,negative
clamorous,weaksubj,negative
clarity,weaksubj,positive
clash,weaksubj,negative
classic,weaksubj,positive
clean,weaksubj,positive
cleanliness,weaksubj,positive
cleanse,weaksubj,positive
clear,weaksubj,positive
clearcut,strongsubj,positive
clearer,strongsubj,positive
clearly,strongsubj,positive
clever,strongsubj,positive
cliche,strongsubj,negative
cliched,strongsubj,negative
clique,weaksubj,negative
clog,weaksubj,negative
close,weaksubj,negative
closeness,strongsubj,positive
cloud,strongsubj,negative
clout,strongsubj,positive
clumsy,strongsubj,negative
cooperation,weaksubj,positive
coarse,weaksubj,negative
coax,strongsubj,positive
cocky,strongsubj,negative
coddle,weaksubj,positive
coerce,strongsubj,negative
coercion,strongsubj,negative
coercive,strongsubj,negative
cogent,strongsubj,positive
cohesive,weaksubj,positive
cohere,weaksubj,positive
coherence,strongsubj,positive
coherent,weaksubj,positive
cohesion,weaksubj,positive
cold,weaksubj,negative
coldly,strongsubj,negative
collapse,weaksubj,negative
collide,weaksubj,negative
collude,strongsubj,negative
collusion,strongsubj,negative
colorful,weaksubj,positive
colossal,weaksubj,positive
combative,weaksubj,negative
comeback,weaksubj,positive
comedy,weaksubj,negative
comely,strongsubj,positive
comfort,weaksubj,positive
comfortable,weaksubj,positive
comfortably,weaksubj,positive
comforting,strongsubj,positive
comical,weaksubj,negative
commend,strongsubj,positive
commendable,strongsubj,positive
commendably,strongsubj,positive
commensurate,weaksubj,positive
commonsense,weaksubj,positive
commonsensible,weaksubj,positive
commonsensibly,weaksubj,positive
commonsensical,weaksubj,positive
commodious,weaksubj,positive
commiserate,strongsubj,negative
commitment,weaksubj,positive
commonplace,weaksubj,negative
commotion,strongsubj,negative
compact,weaksubj,positive
compassion,strongsubj,positive
compassionate,strongsubj,positive
compatible,weaksubj,positive
compel,strongsubj,negative
compelling,strongsubj,positive
compensate,strongsubj,positive
competent,weaksubj,positive
competence,weaksubj,positive
competency,weaksubj,positive
competitive,weaksubj,positive
competitiveness,weaksubj,positive
complacent,strongsubj,negative
complain,strongsubj,negative
complaining,strongsubj,negative
complaint,strongsubj,negative
complaints,strongsubj,negative
complement,strongsubj,positive
complement,weaksubj,positive
complex,weaksubj,negative
compliant,strongsubj,positive
complicate,weaksubj,negative
complicated,weaksubj,negative
complication,weaksubj,negative
complicit,strongsubj,negative
compliment,strongsubj,positive
complimentary,strongsubj,positive
comprehensive,weaksubj,positive
compromise,weaksubj,positive
compromises,weaksubj,positive
compulsion,strongsubj,negative
compulsive,strongsubj,negative
compulsory,weaksubj,negative
comrades,strongsubj,positive
concede,strongsubj,negative
conceit,strongsubj,negative
conceited,strongsubj,negative
conceivable,strongsubj,positive
concern,strongsubj,negative
concern,weaksubj,negative
concerned,strongsubj,negative
concerns,strongsubj,negative
concession,weaksubj,negative
concessions,weaksubj,negative
conciliate,strongsubj,positive
conciliatory,strongsubj,positive
conclusive,weaksubj,positive
concrete,weaksubj,positive
concur,strongsubj,positive
condescend,strongsubj,negative
condescending,strongsubj,negative
condescendingly,strongsubj,negative
condescension,strongsubj,negative
condemn,strongsubj,negative
condemnable,strongsubj,negative
condemnation,strongsubj,negative
condolence,strongsubj,negative
condolences,strongsubj,negative
condone,strongsubj,positive
conducive,weaksubj,positive
confer,weaksubj,positive
confess,strongsubj,negative
confession,strongsubj,negative
confessions,strongsubj,negative
confidence,strongsubj,positive
confident,strongsubj,positive
conflict,weaksubj,negative
confound,weaksubj,negative
confounded,weaksubj,negative
confounding,weaksubj,negative
confront,weaksubj,negative
confrontation,strongsubj,negative
confrontational,weaksubj,negative
confuse,strongsubj,negative
confused,strongsubj,negative
confusing,strongsubj,negative
confusion,strongsubj,negative
confute,strongsubj,positive
congenial,strongsubj,positive
congested,weaksubj,negative
congestion,weaksubj,negative
congratulate,strongsubj,positive
congratulations,strongsubj,positive
congratulatory,strongsubj,positive
conquer,weaksubj,positive
conscience,weaksubj,positive
conscientious,strongsubj,positive
consensus,strongsubj,positive
consent,strongsubj,positive
considerate,strongsubj,positive
consistent,weaksubj,positive
console,weaksubj,positive
conspicuous,strongsubj,negative
conspicuously,strongsubj,negative
conspiracies,weaksubj,negative
conspiracy,weaksubj,negative
conspirator,strongsubj,negative
conspiratorial,strongsubj,negative
conspire,strongsubj,negative
constancy,strongsubj,positive
consternation,strongsubj,negative
constrain,weaksubj,negative
constraint,weaksubj,negative
constructive,weaksubj,positive
consume,weaksubj,negative
consummate,strongsubj,positive
contagious,weaksubj,negative
contaminate,weaksubj,negative
contamination,weaksubj,negative
contempt,strongsubj,negative
contemptible,strongsubj,negative
contemptuous,strongsubj,negative
contemptuously,strongsubj,negative
contend,strongsubj,negative
content,strongsubj,positive
content,weaksubj,positive
contention,strongsubj,negative
contentment,strongsubj,positive
contentious,strongsubj,negative
continuity,weaksubj,positive
contort,strongsubj,negative
contortions,strongsubj,negative
contradict,strongsubj,negative
contradiction,strongsubj,negative
contradictory,strongsubj,negative
contrariness,strongsubj,negative
contrary,strongsubj,negative
